Identificador;Fecha reporte;Localidad;Barrio;Upz;Dirección;Tipo de afectación
5390994;4/02/2022;4 San CristÃ³bal;SAN BLAS;32 - SAN BLAS;CL 14 SUR 23 ESTE 44;Quemas
5390993;4/02/2022;12 Barrios Unidos;ONCE DE NOVIEMBRE;98 - LOS ALCAZARES;KR 29C 74 0;Accidente de tránsito
5390992;4/02/2022;10 Engativa;VILLA GLADIS;74 - ENGATIVA;KR 112A 65 3;Daño en redes de servicio públicos gas
5390991;4/02/2022;15 Antonio Nariño;SANTANDER;N/A;AC 22 SUR 29A 5;Quemas
5390990;4/02/2022;7 Bosa;LAS MARGARITAS;87 - TINTAL SUR;CL 69C SUR 91 69;Animales Peligrosos
5390989;4/02/2022;1 UsaquÃ©n;SAN CRISTOBAL NORTE;11 - SAN CRISTOBAL NORTE;CL 165 8A 43;Daño en redes de servicio públicos acueducto
5390988;4/02/2022;11 Suba;CANTALEJO;18 - BRITALIA;KR 56 N 161 45;Caida de árbol
5390987;4/02/2022;1 UsaquÃ©n;SANTA BARBARA OCCIDENTAL;16 - SANTA BARBARA;CALLE 123 15 A 16;Caida de árbol
5390986;4/02/2022;13 Teusaquillo;PARQUE SIMON BOLIVAR;104 - PARQUE SIMON BOLIVAR - CAN;KR 68 53;Caida de árbol
5390985;4/02/2022;1 UsaquÃ©n;BOSQUE DE PINOS;13 - LOS CEDROS;AK 7 148 0;Daño en redes de servicio públicos energía
5390984;4/02/2022;6 Tunjuelito;SAN VICENTE FERRER;42 - VENECIA;CL 56 SUR 23 65;Derrame de aceite o gasolina en vía pública
5390983;4/02/2022;4 San CristÃ³bal;HORACIO ORJUELA;32 - SAN BLAS;CL 32 SUR 7 ESTE 15;Daño en redes de servicio públicos acueducto
5390982;4/02/2022;19 Ciudad BolÃ­var;SAN RAFAEL;67 - LUCERO;KR 18L 70G SUR 00;Derrame de aceite o gasolina en vía pública
5390981;4/02/2022;12 Barrios Unidos;LA PATRIA;21 - LOS ANDES;KR 49C 86B 12;Daño en redes de servicio públicos energía
5390980;4/02/2022;12 Barrios Unidos;SAN FERNANDO;N/A;AC 68 53 24;Rescate en Espacios Confinados - En Ascensores
5390979;4/02/2022;14 Los Martires;FLORIDA;N/A;AC 26 21 31;Daño en redes de servicio públicos alcantarillado
5390978;4/02/2022;11 Suba;LAS VILLAS;24 - NIZA;KR 58A 128B 21;Daño en redes de servicio públicos gas
5391067;5/02/2022;11 Suba;PRADO VERANIEGO;19 - EL PRADO;KR 51 130 36;Daño en redes de servicio públicos acueducto
5391066;5/02/2022;1 UsaquÃ©n;EL VERBENAL;9 - VERBENAL;CL 183 9 0;Quemas - Basuras
5391065;5/02/2022;19 Ciudad Bolivar;EL PARAISO;N/A;CL 73 SUR 27J 09;Daño en redes de servicio públicos acueducto
5391064;5/02/2022;1 Usaquen;LA CAROLINA;N/A;AC 127 9 0;Daño en redes de servicio públicos energía
5391063;5/02/2022;19 Ciudad BolÃ­var;EL PARAISO;N/A;KR 27K 73 SUR 26;Daño en redes de servicio públicos acueducto
5391062;5/02/2022;5 Usme;COMUNEROS;58 - COMUNEROS;KR 1C 97 SUR 12;Daño en redes de servicio públicos gas
5391061;5/02/2022;19 Ciudad BolÃ­var;ACACIAS SUR;66 - SAN FRANCISCO;KR 19 64 SUR 77;Daño en redes de servicio públicos energía
5391060;5/02/2022;3 Santa Fe;LAS CRUCES;95 - LAS CRUCES;CL 2A 5A 45;Daño en redes de servicio públicos energía
5391059;5/02/2022;5 Usme;DONA LILIANA;57 - GRAN YOMASA;KR 10A BIS ESTE 81A SUR 53;Daño en redes de servicio públicos alcantarillado
5391058;5/02/2022;5 Usme;GRAN YOMASA;57 - GRAN YOMASA;KR 8C BIS 81C SUR 23;Daño en redes de servicio públicos energía
5391057;5/02/2022;3 Santa Fe;LA MACARENA;92 - LA MACARENA;CL 27 4A 38;Incendio Estructuras
5391056;5/02/2022;4 San CristÃ³bal;LA GLORIA;50 - LA GLORIA;KR 1A 43A SUR 04;Daño en redes de servicio públicos energía
5391055;5/02/2022;11 Suba;NARANJOS;28 - EL RINCON;CL 129C 85 30;Incendio Vehicular
5391054;5/02/2022;7 Bosa;GUALOCHE;85 - BOSA CENTRAL;KR 77K 65B SUR 0(37;Daño en redes de servicio públicos acueducto
5391053;5/02/2022;14 Los Martires;LA ESTANZUELA;N/A;AC 6 19A 0;Daño en redes de servicio públicos energía
5391052;5/02/2022;8 Kennedy;CAMPO ALEGRE;78 - TINTAL NORTE;CL 7 94 61;Daño en redes de servicio públicos energía
5391051;5/02/2022;8 Kennedy;VILLA ADRIANA;44 - AMERICAS;KR 68G 17 SUR 86;Caida de árbol
5391050;5/02/2022;5 Usme;BOLONIA;57 - GRAN YOMASA;KR 4 ESTE 75 SUR;Daño en redes de servicio públicos alcantarillado
5391049;5/02/2022;18 Rafael Uribe Uribe;GUSTAVO RESTREPO;36 - SAN JOSE;KR 13 27A SUR 2;Daño en redes de servicio públicos gas
5391048;5/02/2022;2 Chapinero;BOSQUE CALDERON TEJADA;90 - PARDO RUBIO;CL 60 BIS 4B ESTE 9;Daño en redes de servicio públicos gas
5391047;5/02/2022;1 UsaquÃ©n;SAN ANTONIO NOR - OCCIDENTAL;9 - VERBENAL;CL 180 15 0;Quemas
5391046;5/02/2022;14 Los MÃ¡rtires;VERAGUAS;37 - SANTA ISABEL;AK 30 3 0;Derrame de aceite o gasolina en vía pública
5391045;5/02/2022;11 Suba;CANTALEJO;18 - BRITALIA;CL 161 54 10;Animales Peligrosos
5391044;5/02/2022;11 Suba;VILLA DEL PRADO;17 - SAN JOSE DE BAVARIA;CL 172 46 54;Daño en redes de servicio públicos energía
5391043;5/02/2022;5 Usme;TENERIFE II;57 - GRAN YOMASA;CL 84 SUR 14C 51;Quemas
5391042;5/02/2022;1 UsaquÃ©n;BALCONES DE ORIENTE;12 - TOBERIN;KR 14B 161 54;Rescate en Espacios Confinados - En Ascensores
5391041;5/02/2022;1 UsaquÃ©n;N.N.;13 - LOS CEDROS;CL 140 6 10;Daño en redes de servicio públicos gas
5391040;5/02/2022;4 San CristÃ³bal;SANTA RITA SUR ORIENTAL III ETAPA;51 - LOS LIBERTADORES;CL 52 SUR 5C ESTE 24;Daño en redes de servicio públicos energía
5391039;5/02/2022;1 UsaquÃ©n;LAS MARGARITAS;13 - LOS CEDROS;KR 45 147 12;Daño en redes de servicio públicos gas
5391038;5/02/2022;11 Suba;LAS FLORES;27 - SUBA;CL 147 95A 17;Caida de árbol
5391037;5/02/2022;11 Suba;NIZA NORTE;24 - NIZA;CL 127 60 0;Daño en redes de servicio públicos gas
5391036;5/02/2022;4 San CristÃ³bal;VILLA DE LOS ALPES;34 - 20 DE JULIO;KR 1A 32C SUR 39;Fenómeno de Remoción en Masa
5391035;5/02/2022;13 Teusaquillo;LA MAGDALENA;101 - TEUSAQUILLO;KR 16 39 0;Daño en redes de servicio públicos gas
5391034;5/02/2022;16 Puente Aranda;CENTRO INDUSTRIAL;111 - PUENTE ARANDA;AK 68 17 0;Incendio Estructuras
5391033;5/02/2022;7 Bosa;SAN JOSE;85 - BOSA CENTRAL;KR 78A 84B SUR 54;Caida de árbol - Caída de ramas
5391032;5/02/2022;7 Bosa;SAN BERNARDINO XXV;87 - TINTAL SUR;KR 103 75 SUR 55;Animales Peligrosos
5391031;5/02/2022;19 Ciudad BolÃ­var;RAFAEL ESCAMILLA;65 - ARBORIZADORA;AK 70C 57R SUR 0;Quemas - Basuras
5391030;5/02/2022;18 Rafael Uribe Uribe;SANTA LUCIA;39 - QUIROGA;KR 24 45 SUR 0;Daño en redes de servicio públicos alcantarillado
5391029;5/02/2022;11 Suba;A.S.D.;17 - SAN JOSE DE BAVARIA;KR 57 188 85;Caida de árbol
5391028;5/02/2022;11 Suba;POTOSI;25 - LA FLORESTA;CL 95 71 45;Conato de incendio
5391027;5/02/2022;8 Kennedy;CAMPO ALEGRE;78 - TINTAL NORTE;CL 6A 94A 25;Quemas - Basuras
5391026;5/02/2022;7 Bosa;CANAVERALEJO;86 - EL PORVENIR;KR 107 58 SUR 24;Daño en redes de servicio públicos alcantarillado
5391025;5/02/2022;1 UsaquÃ©n;CERROS DE SANTA BARBARA;14 - USAQUEN;CL 116 2 50;Caida de árbol
5391024;5/02/2022;11 Suba;TIBABUYES;27 - SUBA;KR 115 151C 0;Caida de árbol
5391023;5/02/2022;N/A;N/A;N/A;AUTOPISTA NORTE 200%;Caida de árbol
5391022;5/02/2022;1 UsaquÃ©n;CERROS DE SANTA BARBARA;14 - USAQUEN;CL 116 2 50;Caida de árbol
5391021;5/02/2022;7 Bosa;CANAVERALEJO;86 - EL PORVENIR;KR 107 58 SUR 24;Daño en redes de servicio públicos acueducto
5391105;6/02/2022;7 Bosa;SAN JOSE;85 - BOSA CENTRAL;CL 86A SUR 80K 40;Conato de incendio
5391104;6/02/2022;11 Suba;ESTORIL;20 - LA ALHAMBRA;KARRERA 49B 102A 64;Caida de árbol
5391103;6/02/2022;5 Usme;LA AURORA;57 - GRAN YOMASA;KR 14V 69 SUR;Daño en redes de servicio públicos alcantarillado
5391102;6/02/2022;19 Ciudad BolÃ­var;LA ACACIA;66 - SAN FRANCISCO;DG 62 SUR 20C 1;Daño en redes de servicio públicos alcantarillado
5391101;6/02/2022;16 Puente Aranda;AUTOPISTA DEL SUR;41 - MUZU;KARRERA 50 29A SUR 31;Caida de árbol
5391100;6/02/2022;18 Rafael Uribe Uribe;MARRUECOS;54 - MARRUECOS;TV 5G BIS 48P SUR 4;Conato de incendio
5391099;6/02/2022;5 Usme;GRAN YOMASA;57 - GRAN YOMASA;KR 2 79 SUR 18;Daño en redes de servicio públicos acueducto
5391098;6/02/2022;10 Engativa;LOS CEREZOS;29 - MINUTO DE DIOS;CALLE 89 87 35;Conato de incendio
5391097;6/02/2022;9 Fontibon;SAUZALITO;N/A;AC 24 69D 0;Daño en redes de servicio públicos acueducto
5391096;6/02/2022;5 Usme;MONTE BLANCO;58 - COMUNEROS;CL 96A SUR 14G 77;Daño en redes de servicio públicos alcantarillado
5391095;6/02/2022;10 Engativa;PARIS;30 - BOYACA REAL;KR 94 75C 8;Conato de incendio
5391094;6/02/2022;18 Rafael Uribe Uribe;GRANJAS SAN PABLO;53 - MARCO FIDEL SUAREZ;KR 14 38 SUR 2;Quemas
5391093;6/02/2022;2 Chapinero;LAGO GAITAN;97 - CHICO LAGO;KR 15 79 36;Daño en redes de servicio públicos energía
5391092;6/02/2022;11 Suba;CARMEN NORTE;28 - EL RINCON;KR 94C 131C BIS 0(45);Conato de incendio
5391091;6/02/2022;1 UsaquÃ©n;LISBOA;13 - LOS CEDROS;AK 9 135C 0;Caida de árbol
5391090;6/02/2022;14 Los MÃ¡rtires;RICAURTE;102 - LA SABANA;CL 12B 26 52;Daño en redes de servicio públicos acueducto
5391089;6/02/2022;10 Engativa;VILLAS DE GRANADA I;73 - GARCES NAVAS;KR 112 78 67;Daño en redes de servicio públicos gas
5391088;6/02/2022;13 Teusaquillo;NICOLAS DE FEDERMAN;106 - LA ESMERALDA;KR 46 57 0;Caida de árbol - Pérdida de verticalidad de árbol
5391087;6/02/2022;8 Kennedy;GRAN BRITALIA I;81 - GRAN BRITALIA;KR 84 46 SUR 3;Conato de incendio
5391086;6/02/2022;8 Kennedy;CAMPO ALEGRE;79 - CALANDAIMA;KR 93D 6 30;Quemas - Basuras
5391085;6/02/2022;12 Barrios Unidos;POPULAR MODELO;22 - DOCE DE OCTUBRE;KR 54 64A 45;Rescate en Espacios Confinados - En Ascensores
5391084;6/02/2022;19 Ciudad BolÃ­var;LAS QUINTAS DEL SUR;67 - LUCERO;CL 71 SUR 17C 0(60);Animales Peligrosos
5391083;6/02/2022;18 Rafael Uribe Uribe;SOCIEGO SUR;36 - SAN JOSE;KR 10 27 SUR 1;Conato de incendio
5391082;6/02/2022;11 Suba;NUEVA TIBABUYES;71 - TIBABUYES;KR 123 130C 56;Quemas - Basuras
5391081;6/02/2022;18 Rafael Uribe Uribe;LA RECONQUISTA;55 - DIANA TURBAY;CL 49B SUR 3D 7;Daño en redes de servicio públicos acueducto
5391080;6/02/2022;14 Los MÃ¡rtires;LA PEPITA;102 - LA SABANA;KR 24 7 86;Quemas - Basuras
5391079;6/02/2022;7 Bosa;SAN PABLO;85 - BOSA CENTRAL;CL 69 SUR 77L 56.;Daño en redes de servicio públicos gas
5391078;6/02/2022;3 Santa Fe;EL ROCIO;96 - LOURDES;KR 10B ESTE 2 26;Animales Peligrosos
5391077;6/02/2022;5 Usme;LA CABAÃ‘A;57 - GRAN YOMASA;KR 1 ESTE 80A SUR 63;Daño en redes de servicio públicos alcantarillado
5391076;6/02/2022;16 Puente Aranda;ALCALA;41 - MUZU;CL 28 SUR 51 7;Animales Peligrosos
5391075;6/02/2022;1 UsaquÃ©n;TOBERIN;12 - TOBERIN;K 45 164 0;Daño en redes de servicio públicos energía
5391074;6/02/2022;12 Barrios Unidos;COLOMBIA;N/A;AC 68 17 16;Daño en redes de servicio públicos acueducto
5391073;6/02/2022;11 Suba;SANTA CATALINA;17 - SAN JOSE DE BAVARIA;KR 45 183 0;Daño en redes de servicio públicos energía
5391072;6/02/2022;10 Engativa;VINA DEL_MAR;N/A;AC 63 103A 10;Daño en redes de servicio públicos alcantarillado
5391071;6/02/2022;4 San CristÃ³bal;SAN JACINTO;51 - LOS LIBERTADORES;CL 46C SUR 4 ESTE 54;Daño en redes de servicio públicos acueducto
5391070;6/02/2022;17 La Candelaria;LA CATEDRAL;94 - LA CANDELARIA;KR 4 11 70;Daño en redes de servicio públicos gas
5391069;6/02/2022;4 San CristÃ³bal;SAN JACINTO;51 - LOS LIBERTADORES;CL 46C SUR 4 ESTE 54;Daño en redes de servicio públicos acueducto
5391068;6/02/2022;11 Suba;LOS NARANJOS;28 - EL RINCON;CL 131 87A 30;Quemas
5391156;7/02/2022;4 San CristÃ³bal;SAN CRISTOBAL;33 - SOSIEGO;CL 11B SUR 1A ESTE 42;Quemas - Basuras
5391155;7/02/2022;5 Usme;USME PUEBLO;N/A;KILOMETRO 1;Incendio Vehicular
5391154;7/02/2022;5 Usme;LA ESPERANZA;58 - COMUNEROS;KR 1C 98 SUR 54;Daño en redes de servicio públicos gas
5391153;7/02/2022;10 Engativa;GARCES NAVES OCCIDENTAL;73 - GARCES NAVAS;CL 77 108 0;Quemas - Basuras
5391152;7/02/2022;1 UsaquÃ©n;CEDRITOS;13 - LOS CEDROS;CL 135C 10B 22;Caida de árbol
5391151;7/02/2022;1 UsaquÃ©n;BARRANCAS NORTE;11 - SAN CRISTOBAL NORTE;CL 157 8B 3;Daño en redes de servicio públicos energía
5391150;7/02/2022;5 Usme;SANTA LIBRADA NORTE;57 - GRAN YOMASA;DG 75A BIS B SUR 8 07;Daño en redes de servicio públicos alcantarillado
5391149;7/02/2022;10 Engativa;BELLAVISTA OCCIDENTAL;26 - LAS FERIAS;AK 68 68 1;Quemas
5391148;7/02/2022;13 Teusaquillo;ACEVEDO TEJADA;107 - QUINTA PAREDES;KR 32 28 8;Daño en redes de servicio públicos acueducto
5391147;7/02/2022;9 FontibÃ³n;EL PORVENIR;77 - ZONA FRANCA;KR 134A 16A 0;Daño en redes de servicio públicos gas
5391146;7/02/2022;7 Bosa;BRASIL;84 - BOSA OCCIDENTAL;CL 57C SUR 87 50;Electrocución - Contacto con redes eléctricas
5391145;7/02/2022;7 Bosa;SAN BERNARDINO XVIII;87 - TINTAL SUR;CL 81A SUR 87J 6;Daño en redes de servicio públicos energía
5391144;7/02/2022;7 Bosa;SAN JOSE;85 - BOSA CENTRAL;CL 78 SUR 78B 11;Caida de árbol
5391143;7/02/2022;18 Rafael Uribe Uribe;SANTA LUCIA;39 - QUIROGA;CL 42 SUR 20 29;Animales Peligrosos
5391142;7/02/2022;16 Puente Aranda;GALAN;43 - SAN RAFAEL;CL 2B 53F 24;Daño en redes de servicio públicos energía
5391141;7/02/2022;1 UsaquÃ©n;SAN ANTONIO NOR - OCCIDENTAL;10 - LA URIBE;CL 175 19 0;Caida de árbol
5391140;7/02/2022;19 Ciudad Bolivar;MOCHUELO ALTO;N/A;KILOMETRO 5 VIA PASQUILLA;Quemas
5391139;7/02/2022;19 Ciudad BolÃ­var;LA ESTANCIA;69 - ISMAEL PERDOMO;CL 58C SUR 74A 51;Caida de árbol
5391138;7/02/2022;13 Teusaquillo;CIUDAD SALITRE SUR-ORIENTAL;109 - CIUDAD SALITRE ORIENTAL;KR 58 23A 00;Escape de gas - Daño en redes domiciliarias de servicio públicos gas
5391137;7/02/2022;5 Usme;PUERTA AL LLANO;59 - ALFONSO LOPEZ;KR 8C ESTE 104 SUR 59;Quemas
5391136;7/02/2022;8 Kennedy;KENNEDY;N/A;AV BOYACA 39 SUR;Hallazgo de materiales peligrosos
5391135;7/02/2022;12 Barrios Unidos;POPULAR MODELO;22 - DOCE DE OCTUBRE;KR 54 64A 75;Poda y Tala
5391134;7/02/2022;9 FontibÃ³n;EL TINTAL A.S.D.;112 - GRANJAS DE TECHO;KR 88 17 0;Caida de árbol
5391133;7/02/2022;13 Teusaquillo;BELALCAZAR;100 - GALERIAS;CL 46 28 45;Daño en redes de servicio públicos gas
5391132;7/02/2022;14 Los MÃ¡rtires;RICAURTE;102 - LA SABANA;KR 27 6 16;Riesgo de colapso estructural
5391131;7/02/2022;8 Kennedy;SUPER MANZANA 9A;47 - KENNEDY CENTRAL;CL 26 SUR 78N 18;Daño en redes de servicio públicos gas
5391130;7/02/2022;8 Kennedy;LAS VEGAS DE SANTA ANA;81 - GRAN BRITALIA;DG 56B SUR 81J 78;Daño en redes de servicio públicos alcantarillado
5391129;7/02/2022;8 Kennedy;VILLA CLAUDIA III;44 - AMERICAS;AK 68 14 SUR 1;Explosión - Explosión por gas (natural/GLP)
5391128;7/02/2022;2 Chapinero;BELLAVISTA;88 - EL REFUGIO;KR 1B ESTE 72 24;Caida de árbol
5391127;7/02/2022;1 UsaquÃ©n;EL OTOÃ‘O;9 - VERBENAL;KR 11 185B 17;Riesgo de colapso estructural
5391126;7/02/2022;1 UsaquÃ©n;RINCON DEL CHICO;14 - USAQUEN;AK 9 104 64;Daño en redes de servicio públicos gas
5391125;7/02/2022;11 Suba;URBANIZACION CORDOBA NIZA;24 - NIZA;KR 56A 125 36;Daño en redes de servicio públicos gas
5391124;7/02/2022;1 UsaquÃ©n;BOSQUE DE PINOS;11 - SAN CRISTOBAL NORTE;KR 7 156 78;Daño en redes de servicio públicos alcantarillado
5391123;7/02/2022;9 FontibÃ³n;SANTANDER;75 - FONTIBON;KR 103A 22H 0;Accidente de tránsito
5391122;7/02/2022;3 Santa Fe;LA VERACRUZ;93 - LAS NIEVES;KR 7 17 1;Daño en redes de servicio públicos acueducto
5391121;7/02/2022;10 Engativa;BOLIVIA;72 - BOLIVIA;CL 81A 109 27;Accidente de tránsito
5391120;7/02/2022;2 Chapinero;CHICO NORTE II;97 - CHICO LAGO;KR 11 A 97 71;Riesgo de colapso estructural
5391119;7/02/2022;2 Chapinero;CHICO NORTE;97 - CHICO LAGO;KR 15 94 0;Caida de árbol
5391118;7/02/2022;9 FontibÃ³n;TAPETE;75 - FONTIBON;CL 16G 105 38;Daño en redes de servicio públicos gas
5391117;7/02/2022;7 Bosa;SAN BERNARDINO;86 - EL PORVENIR;CL 62B SUR 99C 32;Animales Peligrosos
5391116;7/02/2022;11 Suba;TIBABUYES;27 - SUBA;KR 114 148 64;Caida de árbol
5391115;7/02/2022;1 Usaquen;AUTONORTE CON CALLE 100;N/A;AUTONORTE CON CALLE 100;Desechos en via pública
5391114;7/02/2022;5 Usme;GRAN YOMASA;57 - GRAN YOMASA;KR 2 79 SUR 18;Daño en redes de servicio públicos acueducto
5391113;7/02/2022;10 Engativa;PARIS GAITAN;29 - MINUTO DE DIOS;DG 85 82 54;Daño en redes de servicio públicos alcantarillado
5391111;7/02/2022;11 Suba;TIBABUYES;27 - SUBA;CL 152A BIS 109 44;Daño en redes de servicio públicos gas
5391110;7/02/2022;18 Rafael Uribe Uribe;DIANA TURBAY;55 - DIANA TURBAY;CL 48Z SUR 5 32;Daño en redes de servicio públicos acueducto
5391109;7/02/2022;1 UsaquÃ©n;LOS CERROS DE SANTA CRIS;11 - SAN CRISTOBAL NORTE;KR 3A 163 10;Daño en redes de servicio públicos acueducto
5391108;7/02/2022;11 Suba;SANTA HELENA;19 - EL PRADO;CL 145 52 0;Daño en redes de servicio públicos energía
5391107;7/02/2022;5 Usme;ALFONSO LOPEZ;59 - ALFONSO LOPEZ;KR 5A ESTE 106A SUR 60;Daño en redes de servicio públicos gas
5391106;7/02/2022;4 San CristÃ³bal;ALTAMIRA;50 - LA GLORIA;KR 11B ESTE 46 SUR 85;Daño en redes de servicio públicos gas
5391209;8/02/2022;12 Barrios Unidos;MUEQUETA;98 - LOS ALCAZARES;AK 24 63C 84;Quemas - Basuras
5391208;8/02/2022;18 Rafael Uribe Uribe;SOCIEGO SUR;36 - SAN JOSE;KARRERA 10 22 SUR 1;Incendio Vehicular - Conato Vehicular
5391207;8/02/2022;18 Rafael Uribe Uribe;BOSQUE DE SAN CARLOS;36 - SAN JOSE;CL 31F SUR 12D 81;Daño en redes de servicio públicos gas
5391206;8/02/2022;8 Kennedy;VILLA MENDOZA;81 - GRAN BRITALIA;KR 85A 44 SUR 9;Conato de incendio
5391205;8/02/2022;6 Tunjuelito;TUNALITO;62 - TUNJUELITO;DG 48 SUR 18 47;Daño en redes de servicio públicos alcantarillado
5391204;8/02/2022;1 UsaquÃ©n;EL CONTADOR;13 - LOS CEDROS;KR 16 141 09;Escape de gas - Daño en redes domiciliarias de servicio públicos gas
5391203;8/02/2022;3 Santa Fe;GIRARDOT;96 - LOURDES;KR 1 ESTE 1C 02;Quemas - Basuras
5391202;8/02/2022;9 FontibÃ³n;SANTANDER;75 - FONTIBON;CL 22 103 0;Quemas - Basuras
5391201;8/02/2022;11 Suba;PORTALES DEL NORTE;18 - BRITALIA;AK 72 167 0;Daño en redes de servicio públicos alcantarillado
5391200;8/02/2022;1 UsaquÃ©n;BOSQUE DE PINOS;13 - LOS CEDROS;AK 7 150 00;Caida de árbol
5391199;8/02/2022;18 Rafael Uribe Uribe;URBANIZACION AVENIDA DECIMA;36 - SAN JOSE;CL 27A SUR 12 21;Electrocución - Contacto con redes eléctricas
5391198;8/02/2022;18 Rafael Uribe Uribe;BOSQUE DE SAN CARLOS;36 - SAN JOSE;KR 12F 31F SUR 0;Caida de árbol
5391197;8/02/2022;13 Teusaquillo;TEUSAQUILLO;101 - TEUSAQUILLO;CL 33A 19 20;Daño en redes de servicio públicos acueducto
5391196;8/02/2022;19 Ciudad BolÃ­var;MADELENA II Y IV;65 - ARBORIZADORA;CL 64A SUR 70 33;Caida de árbol - Pérdida de verticalidad de árbol
5391195;8/02/2022;9 FontibÃ³n;TERMINAL DE TRANSPORTES;110 - CIUDAD SALITRE OCCIDENTAL;DG 23 69A 55;Daño en redes de servicio públicos acueducto
5391194;8/02/2022;5 Usme;SAN PEDRO;52 - LA FLORA;KR 15 ESTE 81 BIS SUR;Daños en malla vial
5391193;8/02/2022;19 Ciudad BolÃ­var;SANTA HELENA;69 - ISMAEL PERDOMO;KR 75 75 SUR 0;Conato de incendio
5391192;8/02/2022;8 Kennedy;GRAN BRITALIA I;81 - GRAN BRITALIA;KR 81C 46 SUR 0;Conato de incendio
5391191;8/02/2022;10 Engativa;SAN JOAQUIN;26 - LAS FERIAS;CL 65B 71 52;Caida de árbol - Caída de ramas
5391190;8/02/2022;1 UsaquÃ©n;MOLINOS NORTE;16 - SANTA BARBARA;CL 108 13 64;Escape de gas - Daño en redes domiciliarias de servicio públicos gas
5391189;8/02/2022;7 Bosa;BOSA;85 - BOSA CENTRAL;KR 80H 60 SUR 0;Daño en redes de servicio públicos energía
5391188;8/02/2022;19 Ciudad BolÃ­var;MADELENA II Y IV;65 - ARBORIZADORA;CL 64A SUR 70 33;Caida de árbol - Pérdida de verticalidad de árbol
5391187;8/02/2022;16 Puente Aranda;COLON;43 - SAN RAFAEL;CL 3A 53C 57;Caida de árbol - Pérdida de verticalidad de árbol
5391186;8/02/2022;14 Los MÃ¡rtires;PALOQUEMAO;102 - LA SABANA;KR 30 19;Daño en redes de servicio públicos energía
5391185;8/02/2022;10 Engativa;LA ISABELA;116 - ALAMOS;CL 65 BIS 88 54;Daño en redes de servicio públicos energía
5391184;8/02/2022;17 La Candelaria;LA CONCORDIA;94 - LA CANDELARIA;CL 12 B 2 - 55;Riesgo de colapso estructural
5391183;8/02/2022;19 Ciudad BolÃ­var;LA PREDERA;70 - JERUSALEM;CL 73 SUR 48C 7;Daño en redes de servicio públicos alcantarillado
5391182;8/02/2022;8 Kennedy;MARIA PAZ;80 - CORABASTOS;KR 81D 2B 42;Daño en redes de servicio públicos alcantarillado
5391181;8/02/2022;8 Kennedy;EL SAUCEDAL;82 - PATIO BONITO;CL 37 SUR 86C 25;Daño en redes de servicio públicos alcantarillado
5391180;8/02/2022;10 Engativa;EL ENCANTO;31 - SANTA CECILIA;AK 72 63 1;Caida de árbol
5391179;8/02/2022;5 Usme;LA AURORA;N/A;CL 70A SUR 3A 30;Animales Peligrosos
5391178;8/02/2022;10 Engativa;MINUTO DE DIOS;29 - MINUTO DE DIOS;KR 73A 81B 70;Caida de árbol
5391177;8/02/2022;8 Kennedy;LAS VEGAS DE SANTA ANA;81 - GRAN BRITALIA;DG 56B SUR 81J 78;Daño en redes de servicio públicos alcantarillado
5391176;8/02/2022;4 San CristÃ³bal;LAS GUACAMAYAS;50 - LA GLORIA;CL 38B SUR 2M 26;Caida de árbol
5391175;8/02/2022;5 Usme;DANUBIO AZUL;56 - DANUBIO;KR 1 54I SUR 17;Daño en redes de servicio públicos alcantarillado
5391174;8/02/2022;11 Suba;PORTALES DEL NORTE;18 - BRITALIA;KR 67 169A 82;Rescate en Espacios Confinados - En Ascensores
5391173;8/02/2022;14 Los MÃ¡rtires;VOTO NACIONAL;102 - LA SABANA;KR 15 12 9;Conato de incendio
5391172;8/02/2022;11 Suba;SANTA ROSA;25 - LA FLORESTA;KR 70 101 13;Animales Peligrosos
5391171;8/02/2022;1 UsaquÃ©n;SAN PATRICIO;16 - SANTA BARBARA;CL 109 17A 28;Daño en redes de servicio públicos energía
5391170;8/02/2022;7 Bosa;BRASIL;84 - BOSA OCCIDENTAL;KR 86 55 SUR 65;Animales Peligrosos
5391169;8/02/2022;1 UsaquÃ©n;BOSQUE DE PINOS;13 - LOS CEDROS;KR 6 149 29;Caida de árbol - Pérdida de verticalidad de árbol
5391168;8/02/2022;8 Kennedy;LA IGUALDAD;N/A;AC 6 68 1;Quemas
5391167;8/02/2022;1 UsaquÃ©n;SANTA CECILIA;11 - SAN CRISTOBAL NORTE;AK 7 165 0;Quemas - Basuras
5391166;8/02/2022;5 Usme;LA AURORA;57 - GRAN YOMASA;CL 71F SUR 14L 0;Animales Peligrosos
5391165;8/02/2022;17 La Candelaria;LA CATEDRAL;94 - LA CANDELARIA;CL 13 4 3;Animales Peligrosos
5391164;8/02/2022;10 Engativa;VILLA DORADO - SAN ANTONIO;73 - GARCES NAVAS;KR 110 69B 26;Daño en redes de servicio públicos gas
5391163;8/02/2022;1 UsaquÃ©n;BARRANCAS;11 - SAN CRISTOBAL NORTE;KR 7H 153 0;Animales Peligrosos
5391162;8/02/2022;11 Suba;SANTA ROSA;25 - LA FLORESTA;KR 70 101 21;Animales Peligrosos
5391161;8/02/2022;10 Engativa;FLORIDA BLANCA;30 - BOYACA REAL;KR 90 70 28;Daño en redes de servicio públicos acueducto
5391160;8/02/2022;8 Kennedy;FLORESTA SUR;44 - AMERICAS;AK 68 1 SUR 1;Animales Peligrosos
