"Identificador","Fecha reporte","Localidad","Barrio","Upz","Dirección","Tipo de afectación","Factor Humano"
"5399532","7/10/2022","11 Suba","CASA BLANCA","N/A","AK 45 242 1","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399533","7/10/2022","4 San Cristobal","VILLA DEL CERRO","N/A","CL 45F SUR 3G ESTE 46","Conato de incendio","Si"
"5399534","7/10/2022","19 Ciudad Bolivar","MARANDU","N/A","KR 18 69 BIS SUR","Conato de incendio","Si"
"5399535","7/10/2022","4 San Cristobal","LAS GUACAMAYAS","N/A","KR 1C 38A SUR 0","Animales Peligrosos","No"
"5399536","7/10/2022","1 Usaquen","EL VERBENAL AYAMONTI","N/A","KR 19 185 76","Daño en redes de servicio públicos gas","Si"
"5399537","7/10/2022","7 Bosa","LA PAZ","N/A","KR 82A 47 SUR 11","Animales Peligrosos","No"
"5399538","7/10/2022","10 Engativa","BACHUE I Y II","N/A","CL 90A 94G 27","Conato de incendio","Si"
"5399539","7/10/2022","19 Ciudad Bolivar","SECTOR LAGUNITAS","N/A","KR 18F 91 SUR 16","Conato de incendio","Si"
"5399540","7/10/2022","11 Suba","CIUDAD JARDIN NORTE","N/A","N/A","Conato de incendio","Si"
"5399541","7/10/2022","7 Bosa","LA PAZ","N/A","KR 83B 62 SUR 43","Daño en redes de servicio públicos energía","Si"
"5399542","7/10/2022","11 Suba","CAMINOS DE ESPERANZA","N/A","KR 146A 139 51","Animales Peligrosos","No"
"5399543","7/10/2022","5 Usme","BOLONIA I","N/A","KR 10 ESTE 80 SUR 20","Animales Peligrosos","No"
"5399544","7/10/2022","7 Bosa","OSORIO DIEZ","N/A","CL 49 SUR 93D 39","Animales Peligrosos","No"
"5399545","7/10/2022","8 Kennedy","CIUDAD TECHO","N/A","CL 7A BIS C 80A 50","Animales Peligrosos","No"
"5399546","7/10/2022","19 Ciudad Bolivar","BARLOVENTO","N/A","KR 73 58B SUR 0","Daños en malla vial","Si"
"5399547","7/10/2022","11 Suba","URB. POTRERILLOS DE SUBA","N/A","CL 134A 101B 9","Animales Peligrosos","No"
"5399548","7/10/2022","2 Chapinero","CHICO NORTE","N/A","CL 92 16 68","Daño en redes de servicio públicos energía","Si"
"5399549","7/11/2022","5 Usme","LA AURORA","N/A","TV 14R BIS 69D SUR 19","Daño en redes de servicio públicos gas","Si"
"5399550","7/11/2022","9 Fontibon","LA ESPERANZA_","N/A","KR 72C 22A 27","Animales Peligrosos","No"
"5399551","7/11/2022","11 Suba","FONTANAR DEL RIO","N/A","CL 145A 143 89","Daño en redes de servicio públicos acueducto","Si"
"5399552","7/11/2022","10 Engativa","LAS FERIAS","N/A","KR 69J 72A","Daño en redes de servicio públicos acueducto","Si"
"5399553","7/11/2022","6 Tunjuelito","EL CARMEN","N/A","DG 52C SUR 28 92","Daño en redes de servicio públicos energía","Si"
"5399554","7/11/2022","19 Ciudad Bolivar","MILLAN LOS SAUCES","N/A","DG 67A SUR 19A 26","Quemas","Si"
"5399555","7/11/2022","5 Usme","PORTAL DEL DIVINO","N/A","CL 113 SUR 8D ESTE 3","Daño en redes de servicio públicos gas","Si"
"5399556","7/11/2022","11 Suba","PINOS DE LOMBARDIA","N/A","CL 152A BIS 110 18","Animales Peligrosos","No"
"5399557","7/11/2022","16 Puente Aranda","LA PRADERA","N/A","KR 67A 4D 0","Daño en redes de servicio públicos alcantarillado","Si"
"5399558","7/11/2022","11 Suba","CIUDAD HUNZA","N/A","KR 86B 128B BIS 0","Animales Peligrosos","No"
"5399559","7/11/2022","8 Kennedy","MANDALAY","N/A","CL 3A 78B 36","Daño en redes de servicio públicos energía","Si"
"5399560","7/11/2022","7 Bosa","OSORIO DIEZ","N/A","CL 49 SUR 93D 39","Animales Peligrosos","No"
"5399561","7/11/2022","1 Usaquen","EL JARDIN","N/A","L 163 7 0","Animales Peligrosos","No"
"5399562","7/11/2022","1 Usaquen","SANTABARBARA","N/A","AK 15 129 51","Animales Peligrosos","No"
"5399563","7/11/2022","10 Engativa","FLORIDA BLANCA","N/A","CL 70 91A 88","Daño en redes de servicio públicos energía","Si"
"5399564","7/11/2022","13 Teusaquillo","CENTRO ADMINISTRATIVO OCCIDENTAL - CAN","N/A","KR 50 26 85","Caida de árbol","No"
"5399565","7/11/2022","6 Tunjuelito","TUNJUELITO","N/A","CL 53 SUR 13A 71","Daño en redes de servicio públicos energía","Si"
"5399566","7/11/2022","12 Barrios Unidos","LA CASTELLANA","N/A","KR 45A 94 71","Daño en redes de servicio públicos gas","Si"
"5399567","7/11/2022","1 Usaquen","SANTA ANA ORIENTAL","N/A","L 110A 6 0","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399568","7/11/2022","9 Fontibon","VERSALLES FONTIBON","N/A","CL 22J 108 25","Daño en redes de servicio públicos alcantarillado","Si"
"5399569","7/11/2022","8 Kennedy","CIUDAD KENNEDY NORTE","N/A","KR 79A 73C SUR 46","Animales Peligrosos","No"
"5399570","7/11/2022","4 San Cristobal","LA VICTORIA","N/A","CL 40 SUR 3A ESTE 84","Daño en redes de servicio públicos gas","Si"
"5399571","7/11/2022","4 San Cristobal","JUAN REY II","N/A","KR 11D ESTE 72 SUR 20","Animales Peligrosos","No"
"5399572","7/11/2022","5 Usme","DANUBIO AZUL","N/A","KR 3F 54G SUR 76","Daño en redes de servicio públicos energía","Si"
"5399573","7/11/2022","14 Los Martires","LA ESTANZUELA","N/A","CL 4A BIS 18B 30","Animales Peligrosos","No"
"5399574","7/11/2022","4 San Cristobal","LAS GUACAMAYAS","N/A","KR 2H 37D SUR 56","Daño en redes de servicio públicos gas","Si"
"5399575","7/11/2022","4 San Cristobal","SANTA RITA SUR ORIENTAL","N/A","KR 5 ESTE 54B SUR 20","Daño en redes de servicio públicos alcantarillado","Si"
"5399576","7/11/2022","15 Antonio Nariño","SANTANDER NORTE","N/A","CL 19 SUR 29 6","Daño en redes de servicio públicos energía","Si"
"5399577","7/11/2022","9 Fontibon","CAPELLANIA","N/A","CL 22 92 2","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399578","7/11/2022","1 Usaquen","CERROS DE SANTA BARBARA","N/A","KR 2 116 20","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399579","7/11/2022","1 Usaquen","URB. EL BOSQUE","N/A","AK 45 127B BIS 0","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399580","7/11/2022","9 Fontibon","LA GIRALDA","N/A","CL 22J 104B 0","Daño en redes de servicio públicos acueducto","Si"
"5399581","7/11/2022","11 Suba","EL BATAN","N/A","KR 53B 121 80","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399582","7/11/2022","1 Usaquen","CEDRO MADEIRA","N/A","CL 148 7H 48","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399583","7/11/2022","3 Santa Fe","LOS LACHES","N/A","KR 9 ESTE 4 63","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399584","7/11/2022","13 Teusaquillo","QUINTA PAREDES","N/A","KR 45 26 26","Poda y Tala","Si"
"5399585","7/11/2022","8 Kennedy","VILLAS DE KENNEDY","N/A","KR 81K 54B SUR 29","Conato de incendio","Si"
"5399586","7/11/2022","14 Los Martires","LA ESTANZUELA","N/A","CL 4A BIS 18B 20","Animales Peligrosos","No"
"5399587","7/11/2022","13 Teusaquillo","CENTRO ADMINISTRATIVO OCCIDENTAL - CAN","N/A","AC 26 50 0","Accidente de tránsito","No"
"5399588","7/11/2022","8 Kennedy","TINTALA","N/A","CL 8C 87B 75","Animales Peligrosos","No"
"5399589","7/11/2022","16 Puente Aranda","CENTRO INDUSTRIAL","N/A","KR 65B 17 59","Conato de incendio","Si"
"5399590","7/11/2022","1 Usaquen","SANTA ANA OCCIDENTAL","N/A","CL 107A 7 82","Escape de gas","Si"
"5399591","7/11/2022","16 Puente Aranda","PRIMAVERA NORTE - SAN FRANCISCO","N/A","KR 43A 5A 38","Daño en redes de servicio públicos gas","Si"
"5399592","7/11/2022","11 Suba","EL BATAN","N/A","CL 125 51 8","Caida de árbol","No"
"5399593","7/11/2022","8 Kennedy","CALANDAIMA - LOS PANTANOS","N/A","CL 2 90A 47","Incendio Vehicular","Si"
"5399594","7/11/2022","2 Chapinero","EL CHICO","N/A","AC 92 19B 1","Caida de árbol","No"
"5399595","7/11/2022","6 Tunjuelito","ISLA DEL SOL","N/A","CL 67B SUR 63 22","Daño en redes de servicio públicos energía","Si"
"5399596","7/11/2022","10 Engativa","GARCES NAVAS","N/A","CL 53 71 22","Caida de árbol","No"
"5399597","7/11/2022","3 Santa Fe","ATANASIO GIRARDOT","N/A","CL 2 2 10","Animales Peligrosos","No"
"5399598","7/11/2022","8 Kennedy","CIUDAD DEL BOSCO","N/A","KR 80A 10B 17","Animales Peligrosos","No"
"5399599","7/11/2022","1 Usaquen","SANTA MARIA","N/A","KR 20 184 48","Animales Peligrosos","No"
"5399600","7/11/2022","11 Suba","MAZUREN","N/A","AK 45 152 1","Caida de árbol","No"
"5399601","7/11/2022","18 Rafael Uribe Uribe","DIANA TURBAY","N/A","KR 1F 48X SUR 76","Daño en redes de servicio públicos acueducto","Si"
"5399602","7/11/2022","5 Usme","EL TUNO","N/A","CL 117B SUR 0 ESTE 60","Animales Peligrosos","No"
"5399603","7/11/2022","13 Teusaquillo","CAMPIN OCCIDENTAL","N/A","AK 30 58 45","Daño en redes de servicio públicos energía","Si"
"5399604","7/11/2022","10 Engativa","FLORIDA BLANCA","N/A","CL 70 95 23","Daño en redes de servicio públicos energía","Si"
"5399605","7/11/2022","13 Teusaquillo","BELALCAZAR","N/A","CL 48 28 0","Quema Forestal","Si"
"5399606","7/11/2022","7 Bosa","SANTA INES","N/A","KR 91C 70A SUR 19","Conato de incendio","Si"
"5399607","7/11/2022","8 Kennedy","LA IGUALDAD","N/A","CL 8 SUR 70 B 90","Caida de árbol","No"
"5399608","7/11/2022","1 Usaquen","SAN PATRICIO","N/A","KR 19B 109 28","Caida de árbol","No"
"5399609","7/11/2022","10 Engativa","PORVENIR","N/A","KR 112D 68C 5","Incendio Estructuras","Si"
"5399610","7/11/2022","11 Suba","SAN JOSE","N/A","KR 50 136 0","Daño en redes de servicio públicos energía","Si"
"5399611","7/11/2022","16 Puente Aranda","PRIMAVERA NORTE - SAN FRANCISCO","N/A","TV 46 5D 7","Daño en redes de servicio públicos energía","Si"
"5399612","7/11/2022","8 Kennedy","CIUDAD KENNEDY ORIENTAL SUPERMANZANA 6","N/A","TV 73D 39A SUR 91","Daño en redes de servicio públicos gas","Si"
"5399613","7/11/2022","8 Kennedy","OSORIO ll SAN IGNACIO","N/A","CL 6A 94A 25","Animales Peligrosos","No"
"5399614","7/11/2022","10 Engativa","LA GRANJA","N/A","KR 76 79 0","Caida de árbol","No"
"5399615","7/11/2022","12 Barrios Unidos","LOS ALCAZARES","N/A","KR 32 69 0","Animales Peligrosos","No"
"5399616","7/11/2022","12 Barrios Unidos","LA MERCED NORTE","N/A","AC 68 28B 4","Animales Peligrosos","No"
"5399617","7/11/2022","4 San Cristobal","GRANADA","N/A","CL 24 SUR 6","Animales Peligrosos","No"
"5399618","7/11/2022","4 San Cristobal","EL RAMAJAL SAN PEDRO","N/A","CL 29 SUR 9 13","Fenómeno de Remoción en Masa","No"
"5399619","7/11/2022","12 Barrios Unidos","SAN FERNANDO","N/A","CL 68 24B 04.","Animales Peligrosos","No"
"5399620","7/11/2022","11 Suba","TUNA BAJA III SECTOR","N/A","CL 156 100 46","Animales Peligrosos","No"
"5399621","7/11/2022","16 Puente Aranda","SANTA MATILDE II SECTOR","N/A","CL 8 SUR 32D 0","Daño en redes de servicio públicos gas","Si"
"5399622","7/11/2022","15 Antonio Nariño","PATRIA","N/A","AUTOPISTA SUR 30%","Incendio Vehicular","Si"
"5399623","7/11/2022","10 Engativa","LA SERENA","N/A","KR 77 89 70","Incendio Estructuras","Si"
"5399624","7/11/2022","4 San Cristobal","CALVO SUR","N/A","KR 7C 1 SUR 58","Daño en redes de servicio públicos gas","Si"
"5399625","7/11/2022","13 Teusaquillo","GRAN AMERICA","N/A","AC 23 30 0","Quemas - Basuras","Si"
"5399626","7/11/2022","5 Usme","DOÑA LILIANA","N/A","KR 15 ESTE 80 SUR 17","Riesgo de Fenómeno de remoción en masa","No"
"5399627","7/11/2022","10 Engativa","VILLA LUZ","N/A","CL 66 77 11","Daño en redes de servicio públicos acueducto","Si"
"5399628","7/11/2022","18 Rafael Uribe Uribe","LAS COLINAS","N/A","KR 13B 32F SUR 17","Daño en redes de servicio públicos acueducto","Si"
"5399629","7/11/2022","18 Rafael Uribe Uribe","SAN JOSE SUR","N/A","CL 24 SUR 12 0","Daño en redes de servicio públicos acueducto","Si"
"5399630","7/11/2022","11 Suba","NUEVA TIBABUYES","N/A","KR 118 132 61","Quemas","Si"
"5399631","7/11/2022","13 Teusaquillo","LAS AMERICAS","N/A","CL 39 29 12","Daño en redes de servicio públicos gas","Si"
"5399632","7/11/2022","4 San Cristobal","EL ALTO DE LAS BRISAS","N/A","KR 4 0 SUR 75","Animales Peligrosos","No"
"5399633","7/11/2022","14 Los Martires","LA FAVORITA","N/A","CL 18 17 0","Quemas - Basuras","Si"
"5399634","7/11/2022","10 Engativa","ALAMOS NORTE","N/A","KR 100 72 4","Quemas - Basuras","Si"
"5399635","7/11/2022","8 Kennedy","CIUDAD TECHO II","N/A","CL 6C 82A 91","Conato de incendio","Si"
"5399636","7/11/2022","4 San Cristobal","VILLA DE LOS ALPES","N/A","CL 37 SUR 1C 94","Animales Peligrosos","No"
"5399637","7/12/2022","8 Kennedy","ALQUERIA DE LA FRAGUA","N/A","AK 68 38H SUR 59","Daño en redes de servicio públicos gas","Si"
"5399638","7/12/2022","11 Suba","BOSQUES DEL PORTAL","N/A","KR 92 156 0","Animales Peligrosos","No"
"5399639","7/12/2022","14 Los Martires","EDUARDO SANTOS","N/A","AK 14 2 31","Daño en redes de servicio públicos energía","Si"
"5399640","7/12/2022","5 Usme","GRAN YOMASA","N/A","CL 84 SUR 9A 0","Quemas","Si"
"5399641","7/12/2022","9 Fontibon","BELEN","N/A","CL 19A 107 06","Incendio Estructuras","Si"
"5399642","7/12/2022","5 Usme","LA REFORMA","N/A","KR 6 ESTE 88B SUR 35","Daño en redes de servicio públicos gas","Si"
"5399643","7/12/2022","9 Fontibon","MODELIA OCCIDENTAL","N/A","CL 22 80D","Caida de árbol - Caída de ramas","No"
"5399644","7/12/2022","4 San Cristobal","20 DE JULIO","N/A","cl 25 a sur 5 05","Animales Peligrosos","No"
"5399645","7/12/2022","11 Suba","EL BATAN","N/A","CL 125 51 8","Caida de árbol","No"
"5399646","7/12/2022","1 Usaquen","NUEVO COUNTRY","N/A","CL 134A 12B 0","Daño en redes de servicio públicos energía","Si"
"5399647","7/12/2022","1 Usaquen","LA CAROLINA","N/A","CL 127 11 20","Caida de árbol","No"
"5399648","7/12/2022","5 Usme","ANTONIO JOSE DE SUCRE I Y II","N/A","AK 14 108 SUR 11","Animales Peligrosos","No"
"5399649","7/12/2022","19 Ciudad Bolivar","MOCHUELO ALTO","N/A","VIA PASQUILLA / VRDA MOCHUELO ALTO","Animales Peligrosos","No"
"5399650","7/12/2022","10 Engativa","LA FAENA","N/A","CL 69B 119 2","Daño en redes de servicio públicos acueducto","Si"
"5399651","7/12/2022","19 Ciudad Bolivar","SAN JOAQUIN EL VATICANO","N/A","KR 17A 80B SUR 33","Animales Peligrosos","No"
"5399652","7/12/2022","11 Suba","PALMA ALDEA","N/A","CL 130D 88 21","Daño en redes de servicio públicos gas","Si"
"5399653","7/12/2022","18 Rafael Uribe Uribe","CALLEJON DE SANTA BARBARA SUR","N/A","TV 5Q 48H SUR 71","Daño en redes de servicio públicos alcantarillado","Si"
"5399654","7/12/2022","1 Usaquen","TIBABITA II","N/A","KR 8 186 18","Animales Peligrosos","No"
"5399655","7/12/2022","5 Usme","DUITAMA","N/A","CL 68 SUR 7A 37","Animales Peligrosos","No"
"5399656","7/12/2022","5 Usme","CENTRO USME","N/A","DG 134A SUR 12 0","Fenómeno de Remoción en Masa","No"
"5399657","7/12/2022","12 Barrios Unidos","POLO CLUB - BRASILIA","N/A","AK 20 82 57","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399658","7/12/2022","4 San Cristobal","LOS LAURELES SUR ORIENTAL I SECTOR","N/A","KR 23 ESTE 9 SUR 15","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399659","7/12/2022","10 Engativa","SANTA MARIA DEL LAGO","N/A","KR 73 77A 0","Daño en redes de servicio públicos energía","Si"
"5399660","7/12/2022","1 Usaquen","MULTICENTRO","N/A","CL 127 C 11 B BIS","Daños en malla vial","Si"
"5399661","7/12/2022","8 Kennedy","CLASS","N/A","AK 80 56 SUR 5","Daño en redes de servicio públicos energía","Si"
"5399662","7/12/2022","10 Engativa","GRAN GRANADA","N/A","KR 119 77 68","Hallazgo de materiales peligrosos","Si"
"5399663","7/12/2022","10 Engativa","NORMANDIA","N/A","KR 71B 51 41","Caida de árbol","No"
"5399664","7/12/2022","8 Kennedy","ANDALUCIA","N/A","KR 81B 13F 33","Daño o falla estructural","Si"
"5399665","7/12/2022","1 Usaquen","BELLA SUIZA","N/A","CL 130A 7B 20","Conato de incendio","Si"
"5399666","7/12/2022","7 Bosa","EL TEJAR","N/A","CL 65 SUR 77M 27","Conato de incendio","Si"
"5399667","7/12/2022","8 Kennedy","CARVAJAL","N/A","CL 5 SUR 72A 69","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399668","7/12/2022","15 Antonio Nariño","LA FRAGUA - URB. CIUDAD DE QUITO","N/A","KR 29B 15 SUR","Caida de árbol","No"
"5399669","7/12/2022","3 Santa Fe","SAN_BERNARDO","N/A","CL 5 12 25","Daño en redes de servicio públicos energía","Si"
"5399670","7/12/2022","19 Ciudad Bolivar","DIVINO ROSTRO","N/A","QUEBRADA EL BAUL","Contaminación del agua","Si"
"5399671","7/12/2022","18 Rafael Uribe Uribe","EL TRIUNFO SUR","N/A","DG 32H SUR 13 3","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399672","7/12/2022","3 Santa Fe","LOUERDESLOURDES II_","N/A","KR 2 4 36","Abejas","No"
"5399673","7/12/2022","1 Usaquen","CEDRO MADEIRA","N/A","CL 148 7H 48","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399674","7/12/2022","18 Rafael Uribe Uribe","MURILLO TORO","N/A","KR 26F 33 SUR 0","Daño en redes de servicio públicos energía","Si"
"5399675","7/12/2022","13 Teusaquillo","CIUDAD UNIVERSITARIA","N/A","KR 30 CL 42","Quemas - Basuras","Si"
"5399676","7/12/2022","11 Suba","SABANA DE TIBABUYES","N/A","CL 143 127F 6","Caida de árbol","No"
"5399677","7/12/2022","11 Suba","LAS FLORES","N/A","CL 140A 108A 0","Daño en redes de servicio públicos energía","Si"
"5399678","7/12/2022","5 Usme","DANUBIO AZUL","N/A","KR 3F 54G SUR 76","Daño en redes de servicio públicos energía","Si"
"5399679","7/12/2022","16 Puente Aranda","OSPINS PEREZ","N/A","KR 51D BIS 40B SUR 22","Daño en redes de servicio públicos gas","Si"
"5399680","7/12/2022","11 Suba","PINOS DE LOMBARDIA","N/A","KR 109 152A 40","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399681","7/12/2022","16 Puente Aranda","PENSILVANIA","N/A","KR 35 12 58","Daño en redes de servicio públicos gas","Si"
"5399682","7/12/2022","4 San Cristobal","20 DE JULIO","N/A","CL 24 SUR 6 0","Animales Peligrosos","No"
"5399683","7/12/2022","10 Engativa","BOCHICA ll","N/A","AC 80 96 14","Quemas","Si"
"5399684","7/12/2022","5 Usme","EL PARAISO","N/A","KR 7C ESTE 89A SUR 48","Daño en redes de servicio públicos energía","Si"
"5399685","7/12/2022","5 Usme","URB. SARON","N/A","CL 104 SUR 14 90","Daño en redes de servicio públicos gas","Si"
"5399686","7/12/2022","8 Kennedy","CATALINA","N/A","CL 52 SUR 78L 21","Animales Peligrosos","No"
"5399687","7/12/2022","1 Usaquen","SANTA BARBARA","N/A","CL 120A 7 36","Caida de árbol","No"
"5399688","7/12/2022","11 Suba","LISBOA","N/A","CL 131A 151A 51","Daño en redes de servicio públicos gas","Si"
"5399689","7/12/2022","10 Engativa","GARCES NAVAS","N/A","KR 108 77B 24","Animales Peligrosos","No"
"5399690","7/12/2022","2 Chapinero","BUENA VISTA","N/A","CL 93 4 21.","Animales Peligrosos","No"
"5399691","7/12/2022","8 Kennedy","SAN ANDRES","N/A","KR 68G BIS 43B SUR 28","Animales Peligrosos","No"
"5399692","7/12/2022","5 Usme","EL UVAL","N/A","CL 107 SUR 6D ESTE 16","Animales Peligrosos","No"
"5399693","7/12/2022","3 Santa Fe","LA ALAMEDA","N/A","KR 14 24B 54","Electrocución","Si"
"5399694","7/12/2022","7 Bosa","NUEVA ESCOCIA","N/A","KR 86D 57B SUR 79","Animales Peligrosos","No"
"5399695","7/12/2022","8 Kennedy","ABASTOS","N/A","TV 82C BIS 24 SUR %","Daño en redes de servicio públicos alcantarillado","Si"
"5399696","7/12/2022","2 Chapinero","PORCIUNCULA","N/A","AK 20 74 0","Daño en redes de servicio públicos alcantarillado","Si"
"5399697","7/12/2022","9 Fontibon","OSORIO II - SAN IGNACIO VEREDA EL TINTAL","N/A","KR 99 14 78","Daño en redes de servicio públicos energía","Si"
"5399698","7/12/2022","1 Usaquen","EL CERRO PARTE BAJA (VILLA NYDIA)","N/A","CL 161 4 51","Animales Peligrosos","No"
"5399699","7/12/2022","9 Fontibon","EL TINTAL A.S.D.","N/A","CL 18 86 55","Animales Peligrosos","No"
"5399700","7/12/2022","11 Suba","AURES I","N/A","CL 131 BIS 100 38","Animales Peligrosos","No"
"5399701","7/12/2022","10 Engativa","BOCHICA lY ll","N/A","CL 83 95D 4","Caida de árbol","No"
"5399702","7/12/2022","11 Suba","TUNA BAJA","N/A","KR 111 BIS 154A 30","Incendio Estructuras","Si"
"5399703","7/12/2022","11 Suba","AURES ll","N/A","CL 131 BIS 100 38","Animales Peligrosos","No"
"5399704","7/12/2022","19 Ciudad Bolivar","ALTOS DE LA ESTANCIA","N/A","KR 75F 75B SUR 21","Animales Peligrosos","No"
"5399705","7/12/2022","8 Kennedy","CALANDAMIA","N/A","CL 41B SUR 79G 15","Animales Peligrosos","No"
"5399706","7/12/2022","12 Barrios Unidos","POLO CLUB","N/A","AK 30 80 0","Animales Peligrosos","No"
"5399707","7/12/2022","6 Tunjuelito","ISLA DEL SOL","N/A","CL 69 SUR 64-64","Caida de árbol","No"
"5399708","7/12/2022","3 Santa Fe","SANTA ROSA DE LIMA","N/A","CL 2 5 ESTE 5","Derrame de aceite o gasolina en vía pública","Si"
"5399709","7/12/2022","1 Usaquen","TORCA","N/A","KR 7 237 4","Daño en redes de servicio públicos energía","Si"
"5399710","7/12/2022","7 Bosa","BOSA SAN BERNARDINO","N/A","KR 87C 70B SUR 15","Quemas","Si"
"5399711","7/12/2022","11 Suba","BERLIN","N/A","KR 144A 139 40","Animales Peligrosos","No"
"5399712","7/12/2022","1 Usaquen","CABANAS DEL NORTE","N/A","CL 159 8C 54","Daño en redes de servicio públicos energía","Si"
"5399713","7/12/2022","11 Suba","TIBABUYES","N/A","KR 118 143A 00","Caida de árbol - Caída de ramas","No"
"5399714","7/12/2022","18 Rafael Uribe Uribe","SANTA LUCIA","N/A","CL 44 SUR 22A 54","Animales Peligrosos","No"
"5399715","7/12/2022","10 Engativa","VILLA LUZ","N/A","CL 66 77 11","Daño en redes de servicio públicos alcantarillado","Si"
"5399716","7/12/2022","11 Suba","IBERIA SEGOVIA","N/A","CL 136 59A 44","Rescate en Espacios Confinados - En Ascensores","Si"
"5399717","7/12/2022","13 Teusaquillo","SANTA TERESITA","N/A","KR 20 42A 39","Daño en redes de servicio públicos gas","Si"
"5399718","7/12/2022","8 Kennedy","CIUDAD KENNEDY SUPERMANZANA 8","N/A","CL 39 SUR 78G 0","Quemas - Basuras","Si"
"5399719","7/12/2022","5 Usme","DANUBIO AZUL","N/A","KR 2D 54I SUR 49","Daño en redes de servicio públicos acueducto","Si"
"5399720","7/13/2022","9 Fontibon","BOSTON","N/A","KR 106 25 77","Daño en redes de servicio públicos gas","Si"
"5399721","7/13/2022","2 Chapinero","ALTOS DE LA SALLE","N/A","KR 2 63 0","Daño en redes de servicio públicos acueducto","Si"
"5399722","7/13/2022","9 Fontibon","BELEN FONTIBON","N/A","KR 98 17","Daño en redes de servicio públicos acueducto","Si"
"5399723","7/13/2022","11 Suba","TIBABUYES UNIVERSAL","N/A","KR 129 139 38","Daño en redes de servicio públicos acueducto","Si"
"5399724","7/13/2022","11 Suba","LAS VILLAS","N/A","TV 60 128 12","Daño en redes de servicio públicos gas","Si"
"5399725","7/13/2022","9 Fontibon","EL CARMEN FONTIBON","N/A","KR 108 16I 55","Daño en redes de servicio públicos energía","Si"
"5399726","7/13/2022","10 Engativa","FAENA","N/A","CL 69B 119 2","Daño en redes de servicio públicos acueducto","Si"
"5399727","7/13/2022","16 Puente Aranda","PENSILVANIA","N/A","AK 30 10 32","Animales Peligrosos","No"
"5399728","7/13/2022","9 Fontibon","VERACRUZ II SECTOR","N/A","AC 26 96A 21","Daño en redes de servicio públicos energía","Si"
"5399729","7/13/2022","11 Suba","CASABLANCA SUBA","N/A","KR 75 162 5","Caida de árbol","No"
"5399730","7/13/2022","19 Ciudad Bolivar","PASQUILLA","N/A","VIA PASQUILLA- SUMAPAZ","Fenómeno de Remoción en Masa","No"
"5399731","7/13/2022","1 Usaquen","SANTA BARBARA ORIENTAL","N/A","CL 120A 7 36","Caida de árbol","No"
"5399732","7/13/2022","11 Suba","LA ALAMEDA","N/A","CL 137 84A 40","Daño en redes de servicio públicos gas","Si"
"5399733","7/13/2022","13 Teusaquillo","CENTRO ADMINISTRATIVO OCCIDENTAL - CAN","N/A","AC 26 45 0","Caida de árbol","No"
"5399734","7/13/2022","4 San Cristobal","20 DE JULIO","N/A","CL 24 SUR 8 27","Daño en redes de servicio públicos gas","Si"
"5399735","7/13/2022","5 Usme","ARRAYANES","N/A","CL 91A SUR 13C 27 ESTE","Fenómeno de Remoción en Masa","No"
"5399736","7/13/2022","7 Bosa","VILLA KAREN","N/A","CL 54C SUR 98B 5","Daño en redes de servicio públicos gas","Si"
"5399737","7/13/2022","10 Engativa","CIUDADELA COLSUBSIDIO","N/A","KR 112G 86B 60","Caida de árbol","No"
"5399738","7/13/2022","11 Suba","LA ALHAMBRA SECTOR NORTE","N/A","AC 116 47A 36","Daño en redes de servicio públicos alcantarillado","Si"
"5399739","7/13/2022","14 Los Martires","SAN VICTORINO","N/A","AC 13 16 0","Daño en redes de servicio públicos gas","Si"
"5399740","7/13/2022","11 Suba","URB. LOMBARDIA III ETAPA - SECTOR A","N/A","KR 113 143A 0","Caida de árbol","No"
"5399741","7/13/2022","10 Engativa","VILLALUZ","N/A","CL 66 77 11","Daño en redes de servicio públicos alcantarillado","Si"
"5399742","7/13/2022","7 Bosa","URB. LA ESPERANZA","N/A","CL 79 SUR 77L 34","Caida de árbol","No"
"5399743","7/13/2022","11 Suba","PINOS DE LOMBARDIA","N/A","CL 152A BIS 109 44","Caida de árbol - Pérdida de verticalidad de árbol","No"
"5399745","7/13/2022","9 Fontibon","LA LAGUNA FONTIBON","N/A","KR 100 16B 3","Daño en redes de servicio públicos gas","Si"
"5399746","7/13/2022","9 Fontibon","MODELIA OCCIDENTAL","N/A","KR 81 BIS 22C 4","Caida de árbol","No"
"5399747","7/13/2022","1 Usaquen","SANTA BARBARA","N/A","CL 119 12 36","Daño en redes de servicio públicos gas","Si"
